,adj.P.Val,P.Value,t,B,logFC
SFT2D3,0.239,0.0721,1.81133,-5.512445,0.05564531
SPON1,0.239,0.072,-1.8118702,-5.511487,-0.19315536
WNT5A,0.239,0.0721,-1.8114906,-5.51216,-0.05327441
ZNF414,0.239,0.0719,1.8128709,-5.509712,0.04922658
ZNF568,0.239,0.0718,1.8135312,-5.508541,0.03512565
ADAMTSL4,0.24,0.0724,-1.8096337,-5.51545,-0.0696419
APH1A,0.24,0.0723,-1.8101029,-5.514619,-0.08148253
C3ORF62,0.24,0.0724,1.8094743,-5.515732,0.04636342
DYNLL2,0.24,0.0723,1.8105448,-5.513836,0.09817336
HCG27,0.24,0.0726,1.8084667,-5.517516,0.05399253
HS.120938,0.24,0.0726,-1.8085331,-5.517399,-0.04363679
HS.128035,0.24,0.0726,-1.8084818,-5.51749,-0.05057187
HS.132585,0.24,0.0723,1.8099822,-5.514833,0.05063722
HS.538483,0.24,0.0726,-1.8083729,-5.517682,-0.04093068
HS.551335,0.24,0.0726,1.8083916,-5.517649,0.04160709
HS.552699,0.24,0.0723,-1.8103895,-5.514111,-0.04769184
HS.567078,0.24,0.0723,1.8104501,-5.514004,0.0430476
HS.568801,0.24,0.0723,1.8105113,-5.513896,0.04219379
LOC642387,0.24,0.0725,-1.8088469,-5.516843,-0.03982929
LOC648851,0.24,0.0722,1.8105837,-5.513767,0.05160558
PLAC8L1,0.24,0.0724,-1.809391,-5.51588,-0.04654267
RGNEF,0.24,0.0724,1.8096877,-5.515355,0.02787049
RPL35,0.24,0.0722,-1.8108177,-5.513353,-0.1199783
SNORA25,0.24,0.0722,-1.8107666,-5.513443,-0.10657708
SNORD25,0.24,0.0725,1.8089977,-5.516576,0.04915472
STAT5B,0.24,0.0724,1.8092732,-5.516089,0.07529525
UBE2N,0.24,0.0723,1.8100465,-5.514719,0.10835068
WWOX,0.24,0.0724,-1.8098683,-5.515035,-0.03279698
CLCN3,0.241,0.0729,-1.8067024,-5.520637,-0.06638499
DSE,0.241,0.0727,-1.8078409,-5.518624,-0.0798103
FAM5B,0.241,0.073,1.8058522,-5.52214,0.0460494
GBA3,0.241,0.0729,1.8060965,-5.521708,0.03223596
HS.209583,0.241,0.0726,1.8081407,-5.518093,0.05589934
HS.427242,0.241,0.0728,-1.8073259,-5.519535,-0.06086874
HS.548777,0.241,0.0728,1.8070015,-5.520108,0.04669258
HS.560411,0.241,0.0729,-1.8064668,-5.521054,-0.04228227
LOC390367,0.241,0.0729,1.8062529,-5.521432,0.04256353
LOC642855,0.241,0.0729,1.8061543,-5.521606,0.05824985
LOC646507,0.241,0.073,1.8058311,-5.522178,0.04759788
LOC647166,0.241,0.073,1.8060495,-5.521792,0.0486949
MTIF3,0.241,0.0729,1.8066462,-5.520737,0.14132168
NHEJ1,0.241,0.0729,1.8060991,-5.521704,0.04497381
PLA2R1,0.241,0.0728,1.8067955,-5.520473,0.03626603
PLSCR2,0.241,0.0727,-1.8077487,-5.518787,-0.04256806
C10ORF12,0.242,0.0733,1.8035337,-5.526236,0.05194137
CNTN2,0.242,0.0731,-1.8054213,-5.522902,-0.04664629
GALNT3,0.242,0.0731,-1.8051725,-5.523341,-0.10404433
HS.145134,0.242,0.0732,1.8044098,-5.524689,0.04265852
HS.545069,0.242,0.0733,1.8038383,-5.525698,0.04809852
HS.572261,0.242,0.0732,1.804358,-5.52478,0.0396453
LOC653766,0.242,0.0734,1.8033865,-5.526495,0.05314592
PADI3,0.242,0.0731,1.8049684,-5.523702,0.04402034
UBR4,0.242,0.0733,-1.8037753,-5.525809,-0.08822135
ZFP28,0.242,0.0733,1.8039814,-5.525445,0.04350208
COQ2,0.243,0.0737,1.8012943,-5.530186,0.10726285
FASTKD5,0.243,0.0734,-1.8030251,-5.527133,-0.07892123
FLJ10357,0.243,0.0736,1.802203,-5.528584,0.05626806
FLJ43980,0.243,0.0737,-1.8011469,-5.530446,-0.05145585
GPHB5,0.243,0.0734,1.8031785,-5.526863,0.0464986
GTF2IRD2B,0.243,0.0734,-1.8031449,-5.526922,-0.09085622
HS.119993,0.243,0.0736,1.8016878,-5.529493,0.04288639
HS.294094,0.243,0.0734,1.8032326,-5.526767,0.04142049
HS.545139,0.243,0.0735,1.8024151,-5.52821,0.04708145
HS.549788,0.243,0.0734,1.8030689,-5.527056,0.04476904
HS.576834,0.243,0.0736,1.8021043,-5.528758,0.039462
LOC390466,0.243,0.0734,1.8030143,-5.527152,0.10082587
TRPM4,0.243,0.0736,1.8019522,-5.529026,0.13924991
WDR89,0.243,0.0736,1.8021957,-5.528597,0.03389332
C8ORF22,0.244,0.0739,-1.8000097,-5.532451,-0.04639515
CDH17,0.244,0.0739,1.8001853,-5.532141,0.08112301
DUOXA2,0.244,0.074,-1.7995642,-5.533235,-0.04237399
HS.545562,0.244,0.074,1.7992843,-5.533728,0.04401383
HS.561591,0.244,0.0739,-1.7997863,-5.532844,-0.04653726
LDHC,0.244,0.0739,1.800276,-5.531981,0.08294286
LEREPO4,0.244,0.0739,-1.8003113,-5.531919,-0.04457872
LOC652126,0.244,0.0739,-1.8003168,-5.531909,-0.04791678
PDE8A,0.244,0.0738,1.8005896,-5.531428,0.05724243
RPS15A,0.244,0.074,-1.7993798,-5.53356,-0.08698461
TDRD7,0.244,0.0738,1.8007298,-5.531181,0.07848637
TUSC5,0.244,0.0741,-1.7985477,-5.535025,-0.04704617
USP53,0.244,0.074,1.7996843,-5.533024,0.11295863
ARHGEF10,0.245,0.0745,1.7964762,-5.538671,0.08568572
BHLHB5,0.245,0.0743,1.7973536,-5.537127,0.07352527
C13ORF18,0.245,0.0745,-1.7961192,-5.539298,-0.03239846
C6ORF103,0.245,0.0744,-1.7969471,-5.537842,-0.04171138
EPN3,0.245,0.0743,1.7974234,-5.537004,0.14281767
GRIA1,0.245,0.0743,1.7974992,-5.536871,0.04633181
HS.349049,0.245,0.0745,1.796588,-5.538474,0.04821341
HS.458426,0.245,0.0745,1.7965223,-5.538589,0.04569623
HS.534445,0.245,0.0744,1.7968119,-5.53808,0.03904194
HS.537789,0.245,0.0745,-1.795978,-5.539547,-0.04656659
KRTAP13-3,0.245,0.0745,1.7962107,-5.539137,0.04613
LIN37,0.245,0.0742,1.7982497,-5.53555,0.05139658
PIWIL2,0.245,0.0742,-1.7981459,-5.535733,-0.0281147
QSER1,0.245,0.0745,1.7963391,-5.538912,0.04802692
RFXDC1,0.245,0.0745,-1.7960022,-5.539504,-0.05003166
SLC17A2,0.245,0.0744,-1.7966437,-5.538376,-0.05598716
SLC17A4,0.245,0.0744,-1.7967961,-5.538108,-0.04770101
SLC7A10,0.245,0.0744,-1.7968371,-5.538036,-0.05006278
TELO2,0.245,0.0742,-1.7983114,-5.535441,-0.06607571
VSIG1,0.245,0.0745,-1.7964222,-5.538766,-0.06363385
CBLN1,0.246,0.075,-1.7934275,-5.544028,-0.14967733
FBXO27,0.246,0.0749,1.7938534,-5.54328,0.050678
GNG5,0.246,0.0749,1.7935226,-5.543861,0.09679757
HMG1L1,0.246,0.0747,1.7948393,-5.541548,0.14793618
HS.105147,0.246,0.0748,-1.7941695,-5.542725,-0.04473753
HS.537804,0.246,0.0747,1.7949648,-5.541327,0.0428527
HS.569525,0.246,0.0748,1.7944404,-5.542249,0.04414755
LOC651556,0.246,0.0747,-1.7951738,-5.54096,-0.04514373
PLCL2,0.246,0.0746,-1.7953969,-5.540568,-0.12242356
C10ORF132,0.247,0.0753,-1.7913368,-5.547696,-0.04593852
CAPN12,0.247,0.0751,-1.7923934,-5.545843,-0.0361748
CST9,0.247,0.0752,1.7918009,-5.546882,0.08146561
CSTF2T,0.247,0.0752,1.7920887,-5.546378,0.07539001
HS.563805,0.247,0.0752,-1.7920477,-5.546449,-0.04399134
HS.575095,0.247,0.075,1.7929517,-5.544863,0.05105369
HS.578052,0.247,0.075,-1.7932113,-5.544407,-0.09481912
HS.97584,0.247,0.0752,-1.7917617,-5.546951,-0.04265286
HSP90AA1,0.247,0.0751,-1.7922412,-5.54611,-0.10549575
LOC400506,0.247,0.0751,1.7924204,-5.545796,0.06554629
LOC642282,0.247,0.0751,-1.7923331,-5.545949,-0.07746148
LOC642669,0.247,0.0752,1.7921877,-5.546204,0.04709488
LOC644227,0.247,0.0751,-1.7923895,-5.54585,-0.04690563
LOC649957,0.247,0.0753,1.7911635,-5.548,0.05524381
PNKP,0.247,0.0751,-1.7923401,-5.545936,-0.08235753
RNF121,0.247,0.0753,-1.7912042,-5.547929,-0.0554574
ACSL6,0.248,0.0754,1.790712,-5.548792,0.02311805
DEPDC4,0.248,0.0756,-1.7894255,-5.551047,-0.03355789
HS.278111,0.248,0.0756,-1.7896702,-5.550618,-0.04351568
HS.539131,0.248,0.0754,1.7907324,-5.548756,0.04024943
HS.542103,0.248,0.0756,1.7891936,-5.551453,0.04471652
HS.563982,0.248,0.0756,-1.7893479,-5.551183,-0.06438774
LOC391811,0.248,0.0757,-1.7885575,-5.552567,-0.0924361
LOC645312,0.248,0.0758,-1.7883416,-5.552945,-0.04294972
LOC647104,0.248,0.0756,-1.7892977,-5.551271,-0.07797109
LOC648415,0.248,0.0756,1.7896946,-5.550575,0.04542832
LOC648997,0.248,0.0755,1.7898965,-5.550222,0.07837355
LOC652517,0.248,0.0755,-1.7897928,-5.550403,-0.04514857
LOC729021,0.248,0.0757,-1.7886824,-5.552349,-0.07619867
NRSN1,0.248,0.0756,-1.7893941,-5.551102,-0.04501737
PIGF,0.248,0.0757,1.7887789,-5.55218,0.06756376
RAB3IP,0.248,0.0757,1.788803,-5.552137,0.07383888
SLC35B4,0.248,0.0756,-1.7893741,-5.551137,-0.06596645
SUPV3L1,0.248,0.0758,1.7882029,-5.553188,0.06631977
TMEM148,0.248,0.0756,-1.7893138,-5.551243,-0.0424548
TNXA,0.248,0.0755,-1.789764,-5.550454,-0.05626109
USMG5,0.248,0.0754,1.7905792,-5.549025,0.33878269
C14ORF143,0.249,0.0761,1.7865846,-5.55602,0.04671159
C6ORF106,0.249,0.0762,-1.7856203,-5.557707,-0.07288961
CORT,0.249,0.0759,1.787576,-5.554286,0.05744603
ETV5,0.249,0.0761,-1.7863588,-5.556415,-0.09233486
GTSF1,0.249,0.0759,-1.7878695,-5.553772,-0.10494544
HS.539213,0.249,0.076,1.7872419,-5.55487,0.04017722
HS.542267,0.249,0.0759,1.7875353,-5.554357,0.04381271
HS.551458,0.249,0.0759,1.7876241,-5.554201,0.04793551
HS.564568,0.249,0.0761,-1.7865132,-5.556145,-0.04394808
LOC389748,0.249,0.0762,-1.7859618,-5.55711,-0.04272217
LOC652534,0.249,0.0761,1.7866325,-5.555937,0.0387337
LOC652704,0.249,0.0759,1.787853,-5.553801,0.0500885
LTB,0.249,0.0761,-1.7864781,-5.556207,-0.05771919
RBM44,0.249,0.076,1.7868672,-5.555526,0.04636913
STT3B,0.249,0.0761,1.7863775,-5.556383,0.0931929
SYT7,0.249,0.076,-1.7872607,-5.554837,-0.06365001
CDC42EP3,0.25,0.0762,1.78554,-5.557847,0.1242656
HOXA2,0.25,0.0766,-1.7833993,-5.561588,-0.03421215
HS.563294,0.25,0.0765,1.7840164,-5.56051,0.04789369
HS.566494,0.25,0.0763,1.784865,-5.559027,0.04010006
IL3,0.25,0.0763,-1.785431,-5.558038,-0.04744505
LDOC1,0.25,0.0764,-1.7847692,-5.559195,-0.06622097
LOC285382,0.25,0.0766,1.7831705,-5.561988,0.075818
LOC647592,0.25,0.0764,1.7845868,-5.559513,0.04718394
LOC653778,0.25,0.0766,-1.7835127,-5.56139,-0.08616436
MFSD11,0.25,0.0766,1.7830775,-5.56215,0.10020978
OR2D2,0.25,0.0765,1.7837148,-5.561037,0.04463412
PGM1,0.25,0.0763,1.7853359,-5.558204,0.09970214
RAD52,0.25,0.0765,1.7840811,-5.560397,0.03382767
RDH13,0.25,0.0765,1.7838787,-5.560751,0.10523289
RPL24,0.25,0.0764,-1.7842119,-5.560169,-0.09586767
TEKT4,0.25,0.0764,1.78451,-5.559648,0.05679389
TRMT6,0.25,0.0765,-1.7836272,-5.56119,-0.07842856
VN1R1,0.25,0.0765,1.7836928,-5.561075,0.0594596
ZNF682,0.25,0.0764,-1.7842586,-5.560087,-0.14017833
DEK,0.251,0.0769,-1.7816184,-5.564697,-0.12946202
DNAJB14,0.251,0.0769,1.7815759,-5.564771,0.04561821
HS.162734,0.251,0.0769,1.7811836,-5.565455,0.04935642
HS.540352,0.251,0.0767,1.7827045,-5.562801,0.04974319
HS.542298,0.251,0.0768,1.7819909,-5.564047,0.04279823
HS.551815,0.251,0.0769,-1.7814823,-5.564934,-0.04128887
HS.554654,0.251,0.077,-1.781045,-5.565697,-0.04838329
LOC402251,0.251,0.0768,1.7821014,-5.563854,0.16566987
LOC441582,0.251,0.0769,-1.7815835,-5.564758,-0.04597381
LOC646266,0.251,0.0769,1.7815528,-5.564811,0.04388104
MARS2,0.251,0.0767,-1.7826151,-5.562957,-0.04908738
PI4K2A,0.251,0.0769,-1.7816142,-5.564704,-0.07256321
RFP,0.251,0.0767,-1.7825674,-5.56304,-0.05630058
TEKT3,0.251,0.0768,1.7819357,-5.564143,0.05578399
TNFSF9,0.251,0.0767,1.782665,-5.56287,0.05425351
UBA6,0.251,0.0767,-1.7824064,-5.563322,-0.09928201
APOC3,0.252,0.0772,-1.7796068,-5.568204,-0.04934739
ASMT,0.252,0.0774,1.778339,-5.570413,0.04469157
CABP7,0.252,0.0773,-1.7789795,-5.569297,-0.04134381
HS.162649,0.252,0.0773,-1.7788683,-5.569491,-0.04041133
HS.374311,0.252,0.0774,1.7784475,-5.570224,0.04062131
HS.490991,0.252,0.0772,1.7796655,-5.568102,0.04965918
HS.543744,0.252,0.0773,-1.7787552,-5.569688,-0.04000786
HS.547503,0.252,0.0774,1.7785867,-5.569982,0.04202621
HS.580880,0.252,0.0773,1.778934,-5.569377,0.04140726
HS.584632,0.252,0.0774,1.7782711,-5.570531,0.0387608
LIF,0.252,0.0773,-1.7791509,-5.568999,-0.05625989
LOC642321,0.252,0.0771,1.7801132,-5.567322,0.04098309
LOC644979,0.252,0.0772,-1.7797772,-5.567907,-0.12247346
ZSWIM2,0.252,0.0772,1.7797526,-5.56795,0.04068415
ADCYAP1,0.253,0.0776,-1.7773353,-5.572161,-0.05141477
ANP32B,0.253,0.0775,1.7775914,-5.571715,0.06301044
DENND2C,0.253,0.0775,-1.7775529,-5.571782,-0.08313242
HS.10305,0.253,0.0775,-1.7775397,-5.571805,-0.04158943
HS.266775,0.253,0.0777,1.7763386,-5.573895,0.05655275
HS.430098,0.253,0.0776,1.7769058,-5.572908,0.04372716
HS.538951,0.253,0.0776,1.7771726,-5.572444,0.04495796
HS.565925,0.253,0.0777,1.7768408,-5.573021,0.04255722
HS.569466,0.253,0.0778,1.7758176,-5.574802,0.03963904
LOC643176,0.253,0.0777,-1.776482,-5.573646,-0.04874511
LOC647778,0.253,0.0776,1.7771212,-5.572534,0.04974065
LOC652898,0.253,0.0777,1.7764052,-5.573779,0.04516497
NXF5,0.253,0.0777,1.7767096,-5.57325,0.04270643
OR13C8,0.253,0.0776,-1.77742,-5.572013,-0.04785411
PON1,0.253,0.0778,1.7759452,-5.57458,0.05589543
C15ORF44,0.254,0.0782,1.7735151,-5.578804,0.036275
DCT,0.254,0.0782,1.7734911,-5.578845,0.04197027
FAM109A,0.254,0.0781,1.773887,-5.578158,0.09300318
FAM24A,0.254,0.0781,1.774198,-5.577617,0.04557503
GPR42,0.254,0.0779,1.7753679,-5.575584,0.04611293
HS.202619,0.254,0.0781,-1.7739011,-5.578133,-0.04441078
LOC643201,0.254,0.0781,-1.7744849,-5.577119,-0.02547863
ME3,0.254,0.0781,1.7744552,-5.57717,0.0705576
NOTCH2,0.254,0.078,-1.7747217,-5.576707,-0.04129386
OR6C76,0.254,0.078,1.7745635,-5.576982,0.04978474
RPH3A,0.254,0.078,-1.7745103,-5.577075,-0.04501635
SLC22A17,0.254,0.0779,1.7754961,-5.575361,0.06018882
TMEM16B,0.254,0.078,1.7748286,-5.576521,0.05315066
TSTA3,0.254,0.0782,-1.7735268,-5.578783,-0.07041482
TTK,0.254,0.0779,-1.7753732,-5.575574,-0.04469908
FAM162A,0.255,0.0783,1.7729022,-5.579868,0.21215303
GPN1,0.255,0.0784,-1.7721924,-5.581101,-0.090122
HS.519022,0.255,0.0784,1.7725515,-5.580477,0.03747845
HS.537614,0.255,0.0783,-1.7730182,-5.579667,-0.04539806
HS.545502,0.255,0.0783,-1.7728799,-5.579907,-0.04250848
HS.579921,0.255,0.0786,-1.7714249,-5.582433,-0.04282725
LOC651073,0.255,0.0786,1.7710144,-5.583145,0.0505466
LTBP4,0.255,0.0785,1.7718246,-5.581739,0.10744927
NPPB,0.255,0.0783,1.7728687,-5.579926,0.67793055
RUSC2,0.255,0.0784,-1.7721116,-5.581241,-0.10795013
SNORD83A,0.255,0.0783,-1.772869,-5.579926,-0.04071532
USP11,0.255,0.0786,1.7710089,-5.583154,0.07844095
AAMP,0.256,0.079,-1.7687588,-5.587055,-0.09164063
ELF5,0.256,0.079,-1.7689612,-5.586705,-0.03032185
HS.121401,0.256,0.0789,1.7696173,-5.585567,0.03835245
HS.530183,0.256,0.0788,-1.7702387,-5.58449,-0.04559652
HS.539883,0.256,0.0788,1.770112,-5.58471,0.04511743
HS.543977,0.256,0.079,1.768751,-5.587069,0.04220678
HS.572355,0.256,0.0789,1.7694111,-5.585925,0.04231291
LOC388755,0.256,0.0787,-1.7704563,-5.584113,-0.04327425
LOC644412,0.256,0.079,-1.7690189,-5.586605,-0.04830696
NKX2-8,0.256,0.0791,-1.7684722,-5.587552,-0.06903981
OSTBETA,0.256,0.0788,-1.7700772,-5.58477,-0.03787803
POLR3C,0.256,0.0788,-1.7699029,-5.585072,-0.06528571
SNORD109B,0.256,0.0787,1.7704726,-5.584085,0.04744585
TMEM98,0.256,0.0789,1.7692954,-5.586126,0.10631521
ZNF681,0.256,0.0788,-1.7696963,-5.585431,-0.03285172
AP4S1,0.257,0.0795,1.7660403,-5.591762,0.05366408
CDKN2B,0.257,0.0795,1.7658402,-5.592108,0.03958033
DNAJC8,0.257,0.0793,1.7667265,-5.590575,0.0737128
FAM115A,0.257,0.0794,-1.7666815,-5.590653,-0.13855449
HS.153238,0.257,0.0794,1.7665823,-5.590824,0.0433272
HS.200644,0.257,0.0792,-1.7674108,-5.58939,-0.04200277
HS.551364,0.257,0.0793,1.7670075,-5.590088,0.04259603
HS.563706,0.257,0.0792,1.7675961,-5.589069,0.04511538
HS.566487,0.257,0.0793,1.766857,-5.590349,0.04301653
HS.572558,0.257,0.0791,1.7678966,-5.588549,0.06968316
LCE5A,0.257,0.0792,1.7675631,-5.589127,0.04224503
LOC728653,0.257,0.0794,-1.7666543,-5.5907,-0.07267491
LOC730510,0.257,0.0791,-1.7680142,-5.588345,-0.03998672
MEGF8,0.257,0.0795,-1.7657185,-5.592319,-0.0569131
OR7E37P,0.257,0.0793,-1.7672296,-5.589704,-0.04731897
PRM1,0.257,0.0792,-1.7676922,-5.588903,-0.04317861
PSMD13,0.257,0.0795,-1.7660461,-5.591752,-0.06574387
RSHL1,0.257,0.0791,1.7680288,-5.58832,0.04891426
SLC4A5,0.257,0.0793,-1.7670789,-5.589965,-0.10163572
ASB14,0.258,0.0797,1.7644305,-5.594546,0.05650066
C22ORF9,0.258,0.0796,-1.7651486,-5.593304,-0.03219457
CACNA1I,0.258,0.0797,1.7646148,-5.594227,0.03218697
CHMP6,0.258,0.0796,-1.7651458,-5.593309,-0.05066474
ELL3,0.258,0.0799,1.7637306,-5.595756,0.05497426
HS.14841,0.258,0.0797,-1.7646715,-5.594129,-0.04905922
HS.544960,0.258,0.0798,-1.763808,-5.595622,-0.0404376
HS.566705,0.258,0.0799,1.7636222,-5.595943,0.04234169
LOC440978,0.258,0.0796,1.7649921,-5.593575,0.03470331
UTP14A,0.258,0.0799,-1.7637024,-5.595804,-0.06293896
VEPH1,0.258,0.0799,-1.7636965,-5.595815,-0.04593412
BRSK2,0.259,0.08,-1.7630134,-5.596995,-0.05564546
C15ORF27,0.259,0.08,-1.7629353,-5.59713,-0.04279084
C9ORF117,0.259,0.0803,1.7611736,-5.600171,0.04105404
CCL4,0.259,0.0802,1.761468,-5.599663,0.0394705
CLCN6,0.259,0.0802,1.7615014,-5.599605,0.05721895
EEF2,0.259,0.0802,1.7614041,-5.599773,0.07436252
FBLN7,0.259,0.08,1.7627564,-5.597439,0.06198276
FNDC5,0.259,0.08,-1.7626803,-5.59757,-0.18568183
GDE1,0.259,0.0803,1.7613809,-5.599813,0.10443806
HS.348477,0.259,0.0801,1.762259,-5.598298,0.04413768
HS.534338,0.259,0.0801,1.7623284,-5.598178,0.04580359
HS.543201,0.259,0.0801,-1.7619792,-5.598781,-0.03916898
HS.55185,0.259,0.0801,1.7620154,-5.598718,0.04169951
HS.563543,0.259,0.0801,1.7622944,-5.598236,0.04126944
HS.564673,0.259,0.0803,-1.7610709,-5.600348,-0.04610324
LOC642573,0.259,0.0803,1.7608329,-5.600759,0.04108276
LOC646302,0.259,0.0801,1.7622789,-5.598263,0.05784642
LOC651333,0.259,0.0799,-1.7633421,-5.596427,-0.04461117
LOC96610,0.259,0.08,-1.762776,-5.597405,-0.06314095
NOMO3,0.259,0.0802,-1.7616507,-5.599348,-0.09002872
PTPRC,0.259,0.0803,-1.7609148,-5.600617,-0.0249377
RALGPS2,0.259,0.0803,-1.7610394,-5.600403,-0.02581494
RNF216,0.259,0.0801,-1.7623304,-5.598174,-0.10477343
SFT2D1,0.259,0.0799,-1.763294,-5.59651,-0.09358475
SREBF2,0.259,0.0803,1.7613075,-5.59994,0.07283889
BPY2,0.26,0.0804,1.7602903,-5.601695,0.03151515
DKFZP451A211,0.26,0.0805,1.7596577,-5.602786,0.15726254
GPM6B,0.26,0.0806,-1.7590803,-5.603781,-0.10224045
HS.114076,0.26,0.0805,1.7599332,-5.602311,0.03958449
HS.440729,0.26,0.0804,1.7604693,-5.601386,0.08656225
HS.508652,0.26,0.0806,1.7594689,-5.603111,0.04511023
HS.537695,0.26,0.0806,-1.7590967,-5.603753,-0.04030717
HS.540518,0.26,0.0806,-1.7594642,-5.603119,-0.04328461
HS.550166,0.26,0.0807,-1.758809,-5.604249,-0.05607701
HS.559863,0.26,0.0807,1.7588949,-5.6041,0.06227876
HS.579610,0.26,0.0808,-1.7583705,-5.605004,-0.0398513
HS.580441,0.26,0.0807,-1.7584683,-5.604836,-0.04181283
HS.583713,0.26,0.0804,-1.7603133,-5.601655,-0.04397874
HSPC047,0.26,0.0804,-1.7602345,-5.601791,-0.0463705
LOC283392,0.26,0.0807,1.7586159,-5.604581,0.04731377
LOC442448,0.26,0.0806,1.7591573,-5.603648,0.04320674
LOC643669,0.26,0.0805,1.759711,-5.602694,0.03271098
LOC653050,0.26,0.0807,-1.7585789,-5.604645,-0.02950702
PIGN,0.26,0.0804,1.7604199,-5.601471,0.06576269
TMEM151A,0.26,0.0805,-1.7601105,-5.602005,-0.02808993
ZNF800,0.26,0.0806,-1.7590571,-5.603821,-0.07694686
ADAMTSL1,0.261,0.0812,-1.7560773,-5.608953,-0.02358237
AGGF1,0.261,0.0809,1.7577083,-5.606145,0.05899383
APOA2,0.261,0.081,-1.7572569,-5.606922,-0.04567083
C7ORF43,0.261,0.0809,-1.7577053,-5.60615,-0.0630039
CUEDC2,0.261,0.0812,1.7559329,-5.609201,0.07431917
FCF1,0.261,0.0812,1.755862,-5.609323,0.05893248
HS.163517,0.261,0.081,1.7568451,-5.607631,0.0480288
IFNA21,0.261,0.0811,-1.7566428,-5.607979,-0.04537244
LOC642236,0.261,0.0811,1.7564426,-5.608324,0.07321527
LOC643311,0.261,0.0812,1.7556495,-5.609689,0.05271833
LOC644642,0.261,0.0812,-1.7559433,-5.609183,-0.0845037
MYO18A,0.261,0.081,1.7569503,-5.60745,0.09715736
C21ORF57,0.262,0.0816,-1.7537766,-5.612909,-0.09347449
FAM58B,0.262,0.0812,-1.755539,-5.609879,-0.04071773
HS.382317,0.262,0.0814,-1.7544398,-5.611769,-0.04862141
HS.539839,0.262,0.0816,-1.7536315,-5.613158,-0.05107846
HS.559739,0.262,0.0814,1.7546967,-5.611327,0.04703126
HS.581769,0.262,0.0813,1.7550832,-5.610663,0.0575599
LOC644764,0.262,0.0816,1.7532055,-5.61389,0.04183115
LOC647415,0.262,0.0816,1.7537383,-5.612975,0.04780889
LOC652278,0.262,0.0813,1.7550083,-5.610792,0.04839071
MFAP3L,0.262,0.0815,1.7541611,-5.612248,0.02968646
PHF23,0.262,0.0813,-1.7550161,-5.610778,-0.06473679
RAP1B,0.262,0.0816,-1.7534949,-5.613393,-0.06803089
TCF23,0.262,0.0813,1.755439,-5.610051,0.04374051
TMCO4,0.262,0.0816,1.7535813,-5.613245,0.05205534
ZNF813,0.262,0.0816,-1.7534785,-5.613421,-0.04769519
CCDC107,0.263,0.082,-1.751451,-5.616903,-0.08258578
CYP20A1,0.263,0.082,-1.7509528,-5.617758,-0.04510518
HS.319720,0.263,0.0817,1.7530145,-5.614218,0.04298351
HS.345154,0.263,0.082,-1.7510396,-5.617609,-0.04120636
HS.444133,0.263,0.0817,1.7527671,-5.614643,0.05808304
HS.535028,0.263,0.0819,-1.7515364,-5.616757,-0.07940655
HS.537443,0.263,0.0818,1.7524045,-5.615266,0.04895376
HS.539301,0.263,0.0817,-1.7530036,-5.614237,-0.04187069
HS.539990,0.263,0.0817,-1.7526764,-5.614799,-0.04096306
HS.562888,0.263,0.0817,1.7526579,-5.614831,0.04127717
LOC254559,0.263,0.0817,1.7527119,-5.614738,0.04719631
LOC653480,0.263,0.0819,1.7516671,-5.616532,0.04393319
LOC653807,0.263,0.0818,1.752111,-5.61577,0.04659138
TTYH2,0.263,0.082,-1.7512546,-5.61724,-0.06526943
ZNF778,0.263,0.0817,1.7526341,-5.614872,0.04418284
C5ORF22,0.264,0.0824,1.7489218,-5.621241,0.05543027
HS.282795,0.264,0.0823,-1.7496196,-5.620045,-0.04062081
HS.471011,0.264,0.0822,1.7502354,-5.618989,0.04340412
HS.524847,0.264,0.0822,1.750199,-5.619051,0.04610753
HS.544783,0.264,0.0823,-1.7495363,-5.620188,-0.0388102
LOC644264,0.264,0.0821,1.7507199,-5.618158,0.04753596
LOC645151,0.264,0.0823,1.749316,-5.620565,0.03722219
LOC646348,0.264,0.0822,1.7497389,-5.61984,0.04542242
LOC646533,0.264,0.0821,1.7505896,-5.618381,0.04027225
LOH12CR1,0.264,0.0821,1.7506277,-5.618316,0.05744064
NAP1L4,0.264,0.0824,-1.7491071,-5.620924,-0.10564113
OR8D2,0.264,0.0821,1.7506454,-5.618286,0.04351117
PRKACB,0.264,0.0821,1.7504822,-5.618566,0.0251156
ZNF423,0.264,0.0824,-1.7488769,-5.621318,-0.04911209
ADAM21,0.265,0.0825,1.7480573,-5.622723,0.05782121
FLJ36208,0.265,0.0827,1.7474175,-5.623819,0.04530505
HS.47453,0.265,0.0827,1.7468577,-5.624777,0.04206123
HS.552216,0.265,0.0825,-1.7480239,-5.62278,-0.04561131
HS.566865,0.265,0.0826,1.7478657,-5.623051,0.04164415
HS.576531,0.265,0.0828,1.746546,-5.625311,0.03765453
LOC388780,0.265,0.0825,-1.7482738,-5.622352,-0.04204262
LOC643032,0.265,0.0827,1.7473145,-5.623995,0.04536959
MBD2,0.265,0.0828,-1.746733,-5.624991,-0.0299262
APOBEC3G,0.266,0.0831,1.7447779,-5.628336,0.0638128
CEP135,0.266,0.0829,-1.7457764,-5.626628,-0.05914669
DDX18,0.266,0.0831,-1.7451108,-5.627767,-0.08366939
DTD1,0.266,0.0832,-1.7444604,-5.628879,-0.07162183
